employee_id,month,department,working_days,absence_days,late_days
EMP-0128,2025-04-01,Sales,21,0,0
EMP-0128,2025-05-01,Sales,22,1,1
EMP-0128,2025-06-01,Sales,20,1,0
EMP-0128,2025-07-01,Sales,23,1,1
EMP-0128,2025-08-01,Sales,21,1,1
EMP-0128,2025-09-01,Sales,20,0,1
EMP-0128,2025-10-01,Sales,21,0,0
EMP-0128,2025-11-01,Sales,20,1,0
EMP-0128,2025-12-01,Sales,20,0,0
EMP-0129,2025-08-01,Marketing,23,1,2
EMP-0129,2025-09-01,Marketing,23,0,0
EMP-0129,2025-10-01,Marketing,22,0,2
EMP-0129,2025-11-01,Marketing,23,0,2
EMP-0129,2025-12-01,Marketing,23,0,0
EMP-0130,2025-09-01,Operations,22,0,0
EMP-0130,2025-10-01,Operations,23,2,1
EMP-0130,2025-11-01,Operations,23,2,0
EMP-0130,2025-12-01,Operations,20,0,2
EMP-0131,2025-10-01,IT & Data,20,0,3
EMP-0131,2025-11-01,IT & Data,22,2,2
EMP-0131,2025-12-01,IT & Data,21,0,0
EMP-0132,2025-02-01,Sales,23,2,2
EMP-0132,2025-03-01,Sales,22,1,1
EMP-0132,2025-04-01,Sales,22,0,1
EMP-0132,2025-05-01,Sales,23,0,1
EMP-0132,2025-06-01,Sales,23,1,1
EMP-0132,2025-07-01,Sales,20,1,1
EMP-0132,2025-08-01,Sales,22,3,0
EMP-0132,2025-09-01,Sales,21,0,0
EMP-0132,2025-10-01,Sales,20,2,2
EMP-0132,2025-11-01,Sales,21,0,2
EMP-0132,2025-12-01,Sales,22,1,0
EMP-0133,2024-09-01,Sales,20,0,0
EMP-0133,2024-10-01,Sales,21,0,1
EMP-0133,2024-11-01,Sales,22,0,2
EMP-0133,2024-12-01,Sales,20,1,1
EMP-0133,2025-01-01,Sales,20,0,0
EMP-0133,2025-02-01,Sales,20,0,0
EMP-0133,2025-03-01,Sales,21,2,1
EMP-0133,2025-04-01,Sales,22,0,2
EMP-0133,2025-05-01,Sales,20,0,0
EMP-0133,2025-06-01,Sales,22,0,2
EMP-0133,2025-07-01,Sales,20,1,0
EMP-0133,2025-08-01,Sales,20,0,1
EMP-0133,2025-09-01,Sales,23,0,0
EMP-0133,2025-10-01,Sales,23,0,1
EMP-0133,2025-11-01,Sales,22,1,0
EMP-0133,2025-12-01,Sales,23,0,0
EMP-0134,2025-08-01,Human Resources,21,0,1
EMP-0134,2025-09-01,Human Resources,21,2,0
EMP-0134,2025-10-01,Human Resources,22,1,1
EMP-0134,2025-11-01,Human Resources,20,2,2
EMP-0134,2025-12-01,Human Resources,20,2,0
EMP-0135,2025-04-01,Sales,20,0,1
EMP-0135,2025-05-01,Sales,20,1,0
EMP-0135,2025-06-01,Sales,21,0,3
EMP-0135,2025-07-01,Sales,21,1,0
EMP-0135,2025-08-01,Sales,22,0,2
EMP-0135,2025-09-01,Sales,21,0,3
EMP-0135,2025-10-01,Sales,22,0,2
EMP-0136,2025-10-01,Operations,23,0,0
EMP-0136,2025-11-01,Operations,23,0,1
EMP-0136,2025-12-01,Operations,20,1,2
EMP-0137,2024-10-01,Customer Service,20,0,0
EMP-0137,2024-11-01,Customer Service,22,0,1
EMP-0137,2024-12-01,Customer Service,22,1,2
EMP-0137,2025-01-01,Customer Service,23,0,1
EMP-0137,2025-02-01,Customer Service,20,0,2
EMP-0137,2025-03-01,Customer Service,20,0,1
EMP-0137,2025-04-01,Customer Service,20,0,0
EMP-0137,2025-05-01,Customer Service,21,1,0
EMP-0137,2025-06-01,Customer Service,23,1,1
EMP-0137,2025-07-01,Customer Service,20,0,0
EMP-0137,2025-08-01,Customer Service,21,0,1
EMP-0137,2025-09-01,Customer Service,20,0,0
EMP-0137,2025-10-01,Customer Service,22,0,0
EMP-0137,2025-11-01,Customer Service,20,1,0
EMP-0137,2025-12-01,Customer Service,20,1,1
EMP-0138,2025-09-01,Human Resources,22,0,2
EMP-0138,2025-10-01,Human Resources,22,0,0
EMP-0138,2025-11-01,Human Resources,20,0,1
EMP-0138,2025-12-01,Human Resources,21,1,0
EMP-0139,2024-04-01,Customer Service,21,0,0
EMP-0139,2024-05-01,Customer Service,21,1,0
EMP-0139,2024-06-01,Customer Service,22,0,2
EMP-0139,2024-07-01,Customer Service,23,1,2
EMP-0140,2024-07-01,Finance,20,0,0
EMP-0140,2024-08-01,Finance,23,1,0
EMP-0140,2024-09-01,Finance,21,1,0
EMP-0140,2024-10-01,Finance,22,1,3
EMP-0140,2024-11-01,Finance,22,1,0
EMP-0140,2024-12-01,Finance,23,0,0
EMP-0140,2025-01-01,Finance,21,1,0
EMP-0140,2025-02-01,Finance,21,0,0
EMP-0140,2025-03-01,Finance,22,2,0
EMP-0140,2025-04-01,Finance,22,0,2
EMP-0140,2025-05-01,Finance,20,1,0
EMP-0140,2025-06-01,Finance,22,1,1
EMP-0140,2025-07-01,Finance,21,0,1
EMP-0140,2025-08-01,Finance,22,0,0
EMP-0140,2025-09-01,Finance,23,0,2
EMP-0140,2025-10-01,Finance,20,1,3
EMP-0140,2025-11-01,Finance,20,1,3
EMP-0140,2025-12-01,Finance,22,0,0
EMP-0141,2025-08-01,Sales,22,1,2
EMP-0141,2025-09-01,Sales,20,0,2
EMP-0141,2025-10-01,Sales,20,0,0
EMP-0141,2025-11-01,Sales,21,0,1
EMP-0141,2025-12-01,Sales,20,0,0
EMP-0142,2025-09-01,Customer Service,21,0,1
EMP-0142,2025-10-01,Customer Service,23,0,1
EMP-0142,2025-11-01,Customer Service,20,1,0
EMP-0142,2025-12-01,Customer Service,20,0,1
EMP-0143,2024-06-01,Marketing,23,1,2
EMP-0143,2024-07-01,Marketing,23,2,0
EMP-0143,2024-08-01,Marketing,23,0,0
EMP-0143,2024-09-01,Marketing,20,0,2
EMP-0143,2024-10-01,Marketing,21,2,1
EMP-0143,2024-11-01,Marketing,22,0,0
EMP-0143,2024-12-01,Marketing,22,1,0
EMP-0143,2025-01-01,Marketing,20,0,3
EMP-0143,2025-02-01,Marketing,22,1,0
EMP-0143,2025-03-01,Marketing,20,0,0
EMP-0143,2025-04-01,Marketing,20,0,0
EMP-0143,2025-05-01,Marketing,20,0,2
EMP-0143,2025-06-01,Marketing,23,1,2
EMP-0143,2025-07-01,Marketing,21,1,2
EMP-0143,2025-08-01,Marketing,23,2,1
EMP-0143,2025-09-01,Marketing,21,2,0
EMP-0143,2025-10-01,Marketing,23,0,0
EMP-0143,2025-11-01,Marketing,21,1,0
EMP-0143,2025-12-01,Marketing,22,0,1
EMP-0144,2024-08-01,Customer Service,21,0,0
EMP-0144,2024-09-01,Customer Service,20,0,2
EMP-0144,2024-10-01,Customer Service,21,1,1
EMP-0144,2024-11-01,Customer Service,20,0,0
EMP-0144,2024-12-01,Customer Service,20,2,3
EMP-0144,2025-01-01,Customer Service,21,0,1
EMP-0145,2024-02-01,Finance,23,0,1
EMP-0145,2024-03-01,Finance,22,2,1
EMP-0145,2024-04-01,Finance,23,0,1
EMP-0145,2024-05-01,Finance,21,0,1
EMP-0145,2024-06-01,Finance,23,0,0
EMP-0145,2024-07-01,Finance,21,1,2
EMP-0145,2024-08-01,Finance,23,0,1
EMP-0145,2024-09-01,Finance,23,0,1
EMP-0145,2024-10-01,Finance,23,0,1
EMP-0145,2024-11-01,Finance,22,1,0
EMP-0145,2024-12-01,Finance,22,0,2
EMP-0145,2025-01-01,Finance,23,1,1
EMP-0145,2025-02-01,Finance,23,0,0
EMP-0145,2025-03-01,Finance,21,1,1
EMP-0145,2025-04-01,Finance,23,0,2
EMP-0145,2025-05-01,Finance,23,0,0
EMP-0145,2025-06-01,Finance,23,0,2
EMP-0145,2025-07-01,Finance,21,1,0
EMP-0145,2025-08-01,Finance,23,1,3
EMP-0145,2025-09-01,Finance,20,1,2
EMP-0145,2025-10-01,Finance,22,1,2
EMP-0145,2025-11-01,Finance,23,0,0
EMP-0145,2025-12-01,Finance,23,2,1
EMP-0146,2024-04-01,IT & Data,20,0,3
EMP-0146,2024-05-01,IT & Data,21,0,0
EMP-0146,2024-06-01,IT & Data,22,1,1
EMP-0146,2024-07-01,IT & Data,21,0,0
EMP-0146,2024-08-01,IT & Data,23,0,2
EMP-0146,2024-09-01,IT & Data,21,1,0
EMP-0146,2024-10-01,IT & Data,23,1,1
EMP-0146,2024-11-01,IT & Data,20,0,0
EMP-0146,2024-12-01,IT & Data,22,1,0
EMP-0146,2025-01-01,IT & Data,21,1,1
EMP-0146,2025-02-01,IT & Data,22,2,0
EMP-0146,2025-03-01,IT & Data,22,0,1
EMP-0146,2025-04-01,IT & Data,22,0,2
EMP-0146,2025-05-01,IT & Data,22,0,0
EMP-0146,2025-06-01,IT & Data,21,2,2
EMP-0146,2025-07-01,IT & Data,23,0,0
EMP-0146,2025-08-01,IT & Data,21,0,1
EMP-0146,2025-09-01,IT & Data,21,3,2
EMP-0146,2025-10-01,IT & Data,21,0,2
EMP-0146,2025-11-01,IT & Data,20,1,0
EMP-0146,2025-12-01,IT & Data,23,1,1
EMP-0147,2025-09-01,Human Resources,20,0,0
EMP-0147,2025-10-01,Human Resources,20,1,1
EMP-0147,2025-11-01,Human Resources,22,1,2
EMP-0147,2025-12-01,Human Resources,21,1,1
EMP-0148,2024-06-01,Marketing,23,2,0
EMP-0148,2024-07-01,Marketing,23,2,3
EMP-0148,2024-08-01,Marketing,22,0,1
EMP-0148,2024-09-01,Marketing,21,1,2
EMP-0148,2024-10-01,Marketing,21,0,1
EMP-0148,2024-11-01,Marketing,22,2,1
EMP-0148,2024-12-01,Marketing,21,1,1
EMP-0148,2025-01-01,Marketing,21,1,0
EMP-0148,2025-02-01,Marketing,21,0,1
EMP-0148,2025-03-01,Marketing,21,0,1
EMP-0148,2025-04-01,Marketing,23,0,0
EMP-0148,2025-05-01,Marketing,22,0,1
EMP-0148,2025-06-01,Marketing,21,0,0
EMP-0148,2025-07-01,Marketing,22,0,1
EMP-0148,2025-08-01,Marketing,21,0,3
EMP-0148,2025-09-01,Marketing,21,0,0
EMP-0148,2025-10-01,Marketing,22,0,1
EMP-0148,2025-11-01,Marketing,20,0,2
EMP-0148,2025-12-01,Marketing,23,1,0
EMP-0149,2025-01-01,Operations,20,0,2
EMP-0149,2025-02-01,Operations,21,0,0
EMP-0149,2025-03-01,Operations,21,1,0
EMP-0149,2025-04-01,Operations,22,1,1
EMP-0149,2025-05-01,Operations,22,2,2
EMP-0149,2025-06-01,Operations,20,1,0
EMP-0149,2025-07-01,Operations,21,1,0
EMP-0149,2025-08-01,Operations,21,0,0
EMP-0149,2025-09-01,Operations,22,1,2
EMP-0149,2025-10-01,Operations,23,1,1
EMP-0149,2025-11-01,Operations,23,1,0
EMP-0149,2025-12-01,Operations,20,0,0
EMP-0150,2025-06-01,Sales,23,3,1
EMP-0150,2025-07-01,Sales,20,3,1
EMP-0150,2025-08-01,Sales,22,2,0
EMP-0150,2025-09-01,Sales,20,1,2
EMP-0150,2025-10-01,Sales,21,4,0
EMP-0150,2025-11-01,Sales,23,2,0
EMP-0150,2025-12-01,Sales,22,2,2
EMP-0151,2025-10-01,Finance,22,0,1
EMP-0151,2025-11-01,Finance,21,1,0
EMP-0151,2025-12-01,Finance,20,0,1
EMP-0152,2024-05-01,Operations,22,1,2
EMP-0152,2024-06-01,Operations,20,0,0
EMP-0152,2024-07-01,Operations,22,2,0
EMP-0152,2024-08-01,Operations,22,2,1
EMP-0152,2024-09-01,Operations,23,3,3
EMP-0152,2024-10-01,Operations,23,0,1
EMP-0152,2024-11-01,Operations,21,0,0
EMP-0152,2024-12-01,Operations,22,2,1
EMP-0152,2025-01-01,Operations,22,1,0
EMP-0152,2025-02-01,Operations,21,1,1
EMP-0152,2025-03-01,Operations,23,0,0
EMP-0152,2025-04-01,Operations,23,0,1
EMP-0152,2025-05-01,Operations,22,0,1
EMP-0152,2025-06-01,Operations,22,2,1
EMP-0152,2025-07-01,Operations,23,0,2
EMP-0152,2025-08-01,Operations,20,0,1
EMP-0152,2025-09-01,Operations,23,0,2
EMP-0152,2025-10-01,Operations,20,0,1
EMP-0152,2025-11-01,Operations,22,0,0
EMP-0152,2025-12-01,Operations,22,0,1
EMP-0153,2025-11-01,Sales,21,2,4
EMP-0153,2025-12-01,Sales,20,0,0
EMP-0154,2024-08-01,Customer Service,21,1,1
EMP-0154,2024-09-01,Customer Service,23,1,2
EMP-0154,2024-10-01,Customer Service,20,0,4
EMP-0154,2024-11-01,Customer Service,20,0,0
EMP-0154,2024-12-01,Customer Service,21,2,0
EMP-0154,2025-01-01,Customer Service,23,0,2
EMP-0154,2025-02-01,Customer Service,22,0,2
EMP-0154,2025-03-01,Customer Service,23,0,3
EMP-0154,2025-04-01,Customer Service,22,0,2
EMP-0154,2025-05-01,Customer Service,23,0,2
EMP-0154,2025-06-01,Customer Service,22,0,3
EMP-0154,2025-07-01,Customer Service,20,1,1
EMP-0154,2025-08-01,Customer Service,23,0,0
EMP-0154,2025-09-01,Customer Service,20,0,2
EMP-0154,2025-10-01,Customer Service,22,0,0
EMP-0154,2025-11-01,Customer Service,22,1,2
EMP-0154,2025-12-01,Customer Service,23,0,0
EMP-0155,2024-06-01,IT & Data,23,2,1
EMP-0155,2024-07-01,IT & Data,22,3,0
EMP-0155,2024-08-01,IT & Data,22,2,0
EMP-0155,2024-09-01,IT & Data,21,2,0
EMP-0155,2024-10-01,IT & Data,21,1,3
EMP-0155,2024-11-01,IT & Data,23,1,1
EMP-0155,2024-12-01,IT & Data,21,0,0
EMP-0155,2025-01-01,IT & Data,21,2,1
EMP-0155,2025-02-01,IT & Data,23,2,1
EMP-0155,2025-03-01,IT & Data,21,0,1
EMP-0155,2025-04-01,IT & Data,22,3,1
EMP-0155,2025-05-01,IT & Data,21,1,2
EMP-0155,2025-06-01,IT & Data,22,3,2
EMP-0155,2025-07-01,IT & Data,22,2,0
EMP-0155,2025-08-01,IT & Data,21,1,1
EMP-0155,2025-09-01,IT & Data,22,0,1
EMP-0155,2025-10-01,IT & Data,20,3,0
EMP-0155,2025-11-01,IT & Data,22,1,0
EMP-0155,2025-12-01,IT & Data,22,2,0
EMP-0156,2025-11-01,Sales,23,1,2
EMP-0156,2025-12-01,Sales,21,0,2
EMP-0157,2024-11-01,Operations,23,0,2
EMP-0157,2024-12-01,Operations,20,0,0
EMP-0157,2025-01-01,Operations,20,2,2
EMP-0157,2025-02-01,Operations,23,1,2
EMP-0157,2025-03-01,Operations,21,0,0
EMP-0157,2025-04-01,Operations,21,2,1
EMP-0157,2025-05-01,Operations,23,2,0
EMP-0157,2025-06-01,Operations,23,0,2
EMP-0157,2025-07-01,Operations,23,2,1
EMP-0157,2025-08-01,Operations,22,0,1
EMP-0157,2025-09-01,Operations,22,2,1
EMP-0157,2025-10-01,Operations,21,2,2
EMP-0157,2025-11-01,Operations,20,3,1
EMP-0157,2025-12-01,Operations,22,2,0
EMP-0158,2024-12-01,Sales,21,1,0
EMP-0158,2025-01-01,Sales,21,2,0
EMP-0158,2025-02-01,Sales,20,3,0
EMP-0158,2025-03-01,Sales,20,1,0
EMP-0158,2025-04-01,Sales,20,1,2
EMP-0158,2025-05-01,Sales,21,2,1
EMP-0158,2025-06-01,Sales,23,3,0
EMP-0158,2025-07-01,Sales,22,0,1
EMP-0158,2025-08-01,Sales,20,0,0
EMP-0158,2025-09-01,Sales,23,0,1
EMP-0158,2025-10-01,Sales,21,1,0
EMP-0158,2025-11-01,Sales,23,0,0
EMP-0159,2024-04-01,Operations,22,0,2
EMP-0159,2024-05-01,Operations,21,0,0
EMP-0159,2024-06-01,Operations,23,0,0
EMP-0159,2024-07-01,Operations,20,1,2
EMP-0159,2024-08-01,Operations,23,2,0
EMP-0159,2024-09-01,Operations,22,1,2
EMP-0159,2024-10-01,Operations,22,0,0
EMP-0159,2024-11-01,Operations,22,1,2
EMP-0159,2024-12-01,Operations,21,0,4
EMP-0159,2025-01-01,Operations,23,0,0
EMP-0159,2025-02-01,Operations,21,0,0
EMP-0159,2025-03-01,Operations,22,0,3
EMP-0159,2025-04-01,Operations,20,2,1
EMP-0159,2025-05-01,Operations,21,0,0
EMP-0159,2025-06-01,Operations,21,0,0
EMP-0159,2025-07-01,Operations,20,0,0
EMP-0159,2025-08-01,Operations,22,0,0
EMP-0159,2025-09-01,Operations,23,0,1
EMP-0159,2025-10-01,Operations,23,0,2
EMP-0159,2025-11-01,Operations,22,1,1
EMP-0159,2025-12-01,Operations,22,0,3
EMP-0160,2024-05-01,Marketing,23,0,2
EMP-0160,2024-06-01,Marketing,23,0,2
EMP-0160,2024-07-01,Marketing,23,0,1
EMP-0160,2024-08-01,Marketing,22,0,0
EMP-0160,2024-09-01,Marketing,22,3,2
EMP-0160,2024-10-01,Marketing,23,0,0
EMP-0160,2024-11-01,Marketing,21,1,1
EMP-0160,2024-12-01,Marketing,22,0,2
EMP-0160,2025-01-01,Marketing,20,1,2
EMP-0160,2025-02-01,Marketing,22,1,1
EMP-0160,2025-03-01,Marketing,20,1,0
EMP-0160,2025-04-01,Marketing,23,0,2
EMP-0160,2025-05-01,Marketing,20,0,1
EMP-0160,2025-06-01,Marketing,22,1,2
EMP-0160,2025-07-01,Marketing,21,0,1
EMP-0161,2025-08-01,Operations,22,0,2
EMP-0161,2025-09-01,Operations,23,1,1
EMP-0161,2025-10-01,Operations,23,0,2
EMP-0161,2025-11-01,Operations,23,1,2
EMP-0161,2025-12-01,Operations,20,0,0
EMP-0162,2024-09-01,IT & Data,22,0,0
EMP-0162,2024-10-01,IT & Data,22,1,2
EMP-0162,2024-11-01,IT & Data,23,0,1
EMP-0162,2024-12-01,IT & Data,22,0,1
EMP-0162,2025-01-01,IT & Data,20,1,0
EMP-0162,2025-02-01,IT & Data,20,2,0
EMP-0162,2025-03-01,IT & Data,21,1,0
EMP-0162,2025-04-01,IT & Data,22,2,0
EMP-0162,2025-05-01,IT & Data,20,1,1
EMP-0162,2025-06-01,IT & Data,23,0,1
EMP-0162,2025-07-01,IT & Data,20,1,2
EMP-0162,2025-08-01,IT & Data,20,0,0
EMP-0162,2025-09-01,IT & Data,23,1,0
EMP-0162,2025-10-01,IT & Data,21,1,0
EMP-0162,2025-11-01,IT & Data,21,2,0
EMP-0162,2025-12-01,IT & Data,22,1,0
EMP-0163,2025-07-01,Customer Service,23,2,1
EMP-0163,2025-08-01,Customer Service,22,2,2
EMP-0163,2025-09-01,Customer Service,21,2,1
EMP-0163,2025-10-01,Customer Service,23,2,2
EMP-0163,2025-11-01,Customer Service,21,0,0
EMP-0163,2025-12-01,Customer Service,22,2,0
EMP-0164,2024-09-01,Human Resources,20,0,1
EMP-0164,2024-10-01,Human Resources,20,1,2
EMP-0164,2024-11-01,Human Resources,22,0,3
EMP-0164,2024-12-01,Human Resources,23,1,2
EMP-0164,2025-01-01,Human Resources,20,1,0
EMP-0164,2025-02-01,Human Resources,22,1,3
EMP-0164,2025-03-01,Human Resources,22,0,2
EMP-0164,2025-04-01,Human Resources,23,1,2
EMP-0164,2025-05-01,Human Resources,21,1,0
EMP-0164,2025-06-01,Human Resources,22,1,0
EMP-0164,2025-07-01,Human Resources,21,0,1
EMP-0164,2025-08-01,Human Resources,21,1,0
EMP-0164,2025-09-01,Human Resources,23,1,2
EMP-0164,2025-10-01,Human Resources,21,2,0
EMP-0164,2025-11-01,Human Resources,22,0,0
EMP-0164,2025-12-01,Human Resources,22,0,2
EMP-0165,2025-04-01,Operations,21,1,0
EMP-0165,2025-05-01,Operations,23,2,2
EMP-0165,2025-06-01,Operations,23,0,1
EMP-0165,2025-07-01,Operations,20,1,1
EMP-0166,2024-11-01,Operations,22,2,2
EMP-0166,2024-12-01,Operations,20,2,1
EMP-0166,2025-01-01,Operations,22,3,0
EMP-0166,2025-02-01,Operations,23,2,0
EMP-0166,2025-03-01,Operations,20,1,0
EMP-0166,2025-04-01,Operations,20,1,0
EMP-0166,2025-05-01,Operations,23,1,1
EMP-0166,2025-06-01,Operations,22,2,1
EMP-0166,2025-07-01,Operations,22,0,2
EMP-0166,2025-08-01,Operations,21,4,0
EMP-0166,2025-09-01,Operations,21,2,0
EMP-0166,2025-10-01,Operations,20,1,1
EMP-0166,2025-11-01,Operations,23,2,1
EMP-0166,2025-12-01,Operations,20,2,1
EMP-0167,2024-04-01,Human Resources,20,0,0
EMP-0167,2024-05-01,Human Resources,21,0,0
EMP-0167,2024-06-01,Human Resources,21,0,1
EMP-0167,2024-07-01,Human Resources,20,0,1
EMP-0167,2024-08-01,Human Resources,23,1,1
EMP-0167,2024-09-01,Human Resources,22,1,1
EMP-0167,2024-10-01,Human Resources,20,0,2
EMP-0167,2024-11-01,Human Resources,20,0,0
EMP-0167,2024-12-01,Human Resources,22,0,0
EMP-0167,2025-01-01,Human Resources,22,0,0
EMP-0167,2025-02-01,Human Resources,20,2,0
EMP-0167,2025-03-01,Human Resources,20,0,2
EMP-0167,2025-04-01,Human Resources,20,3,0
EMP-0167,2025-05-01,Human Resources,20,0,0
EMP-0167,2025-06-01,Human Resources,23,1,1
EMP-0167,2025-07-01,Human Resources,22,0,2
EMP-0167,2025-08-01,Human Resources,23,0,1
EMP-0167,2025-09-01,Human Resources,23,0,1
EMP-0167,2025-10-01,Human Resources,22,0,1
EMP-0167,2025-11-01,Human Resources,21,1,1
EMP-0167,2025-12-01,Human Resources,20,1,0
EMP-0168,2024-02-01,Finance,22,0,2
EMP-0168,2024-03-01,Finance,20,0,0
EMP-0168,2024-04-01,Finance,22,1,0
EMP-0168,2024-05-01,Finance,20,0,2
EMP-0168,2024-06-01,Finance,20,0,0
EMP-0168,2024-07-01,Finance,21,0,3
EMP-0168,2024-08-01,Finance,23,0,3
EMP-0168,2024-09-01,Finance,23,1,0
EMP-0168,2024-10-01,Finance,21,1,0
EMP-0168,2024-11-01,Finance,20,1,3
EMP-0168,2024-12-01,Finance,22,1,0
EMP-0168,2025-01-01,Finance,23,0,0
EMP-0168,2025-02-01,Finance,23,1,0
EMP-0168,2025-03-01,Finance,23,0,0
EMP-0168,2025-04-01,Finance,23,0,0
EMP-0168,2025-05-01,Finance,21,0,0
EMP-0168,2025-06-01,Finance,21,2,1
EMP-0168,2025-07-01,Finance,23,1,2
EMP-0168,2025-08-01,Finance,20,0,0
EMP-0168,2025-09-01,Finance,23,0,1
EMP-0168,2025-10-01,Finance,23,0,1
EMP-0168,2025-11-01,Finance,21,0,0
EMP-0168,2025-12-01,Finance,22,2,0
EMP-0169,2024-08-01,Finance,22,0,1
EMP-0169,2024-09-01,Finance,22,2,2
EMP-0169,2024-10-01,Finance,22,0,3
EMP-0169,2024-11-01,Finance,20,0,1
EMP-0169,2024-12-01,Finance,21,0,0
EMP-0169,2025-01-01,Finance,20,0,2
EMP-0169,2025-02-01,Finance,23,1,1
EMP-0169,2025-03-01,Finance,21,0,1
EMP-0169,2025-04-01,Finance,21,0,1
EMP-0169,2025-05-01,Finance,23,2,1
EMP-0169,2025-06-01,Finance,22,1,0
EMP-0169,2025-07-01,Finance,22,0,1
EMP-0169,2025-08-01,Finance,22,1,1
EMP-0169,2025-09-01,Finance,21,1,3
EMP-0169,2025-10-01,Finance,20,1,1
EMP-0169,2025-11-01,Finance,23,2,0
EMP-0169,2025-12-01,Finance,20,0,4
EMP-0170,2024-12-01,Customer Service,20,1,1
EMP-0170,2025-01-01,Customer Service,22,1,0
EMP-0170,2025-02-01,Customer Service,20,1,1
EMP-0170,2025-03-01,Customer Service,23,0,0
EMP-0170,2025-04-01,Customer Service,23,0,1
EMP-0170,2025-05-01,Customer Service,20,0,0
EMP-0170,2025-06-01,Customer Service,22,1,0
EMP-0170,2025-07-01,Customer Service,21,1,0
EMP-0170,2025-08-01,Customer Service,22,0,0
EMP-0170,2025-09-01,Customer Service,20,0,2
EMP-0170,2025-10-01,Customer Service,22,2,0
EMP-0170,2025-11-01,Customer Service,20,2,0
EMP-0170,2025-12-01,Customer Service,21,0,1
EMP-0171,2024-03-01,Finance,20,0,1
EMP-0171,2024-04-01,Finance,23,0,0
EMP-0171,2024-05-01,Finance,22,1,2
EMP-0171,2024-06-01,Finance,22,0,2
EMP-0171,2024-07-01,Finance,23,0,1
EMP-0171,2024-08-01,Finance,23,0,0
EMP-0171,2024-09-01,Finance,21,3,3
EMP-0171,2024-10-01,Finance,21,0,1
EMP-0171,2024-11-01,Finance,22,0,1
EMP-0171,2024-12-01,Finance,20,1,0
EMP-0171,2025-01-01,Finance,21,0,0
EMP-0171,2025-02-01,Finance,22,0,1
EMP-0171,2025-03-01,Finance,23,1,2
EMP-0171,2025-04-01,Finance,22,1,2
EMP-0171,2025-05-01,Finance,21,1,0
EMP-0171,2025-06-01,Finance,22,1,1
EMP-0171,2025-07-01,Finance,22,1,0
EMP-0171,2025-08-01,Finance,20,0,3
EMP-0171,2025-09-01,Finance,21,0,1
EMP-0171,2025-10-01,Finance,22,1,0
EMP-0171,2025-11-01,Finance,20,1,1
EMP-0171,2025-12-01,Finance,21,0,0
EMP-0172,2025-01-01,Marketing,20,2,2
EMP-0172,2025-02-01,Marketing,23,0,0
EMP-0172,2025-03-01,Marketing,23,0,2
EMP-0172,2025-04-01,Marketing,20,1,1
EMP-0172,2025-05-01,Marketing,23,2,0
EMP-0172,2025-06-01,Marketing,20,2,2
EMP-0172,2025-07-01,Marketing,22,0,1
EMP-0172,2025-08-01,Marketing,23,2,0
EMP-0172,2025-09-01,Marketing,21,3,0
EMP-0172,2025-10-01,Marketing,20,3,0
EMP-0172,2025-11-01,Marketing,23,1,0
EMP-0172,2025-12-01,Marketing,20,1,0
EMP-0173,2025-02-01,IT & Data,22,0,1
EMP-0173,2025-03-01,IT & Data,22,0,3
EMP-0173,2025-04-01,IT & Data,22,0,0
EMP-0173,2025-05-01,IT & Data,22,0,2
EMP-0173,2025-06-01,IT & Data,22,0,1
EMP-0173,2025-07-01,IT & Data,21,0,1
EMP-0173,2025-08-01,IT & Data,23,0,2
EMP-0173,2025-09-01,IT & Data,21,0,0
EMP-0173,2025-10-01,IT & Data,20,0,4
EMP-0173,2025-11-01,IT & Data,20,0,0
EMP-0173,2025-12-01,IT & Data,21,1,0
EMP-0174,2024-05-01,Human Resources,20,0,2
EMP-0174,2024-06-01,Human Resources,20,2,1
EMP-0174,2024-07-01,Human Resources,21,2,1
EMP-0174,2024-08-01,Human Resources,23,2,2
EMP-0174,2024-09-01,Human Resources,20,3,1
EMP-0174,2024-10-01,Human Resources,22,2,1
EMP-0174,2024-11-01,Human Resources,22,5,0
EMP-0174,2024-12-01,Human Resources,23,4,0
EMP-0174,2025-01-01,Human Resources,21,1,1
EMP-0174,2025-02-01,Human Resources,22,0,2
EMP-0174,2025-03-01,Human Resources,22,0,2
EMP-0174,2025-04-01,Human Resources,20,3,0
EMP-0174,2025-05-01,Human Resources,20,1,0
EMP-0174,2025-06-01,Human Resources,23,1,0
EMP-0174,2025-07-01,Human Resources,22,2,0
EMP-0174,2025-08-01,Human Resources,23,3,2
EMP-0174,2025-09-01,Human Resources,23,2,1
EMP-0174,2025-10-01,Human Resources,22,2,2
EMP-0174,2025-11-01,Human Resources,20,1,0
EMP-0174,2025-12-01,Human Resources,23,0,0
EMP-0175,2025-11-01,Operations,21,2,1
EMP-0175,2025-12-01,Operations,22,2,0
EMP-0176,2024-12-01,Marketing,20,0,0
EMP-0176,2025-01-01,Marketing,23,0,1
EMP-0176,2025-02-01,Marketing,21,2,3
EMP-0176,2025-03-01,Marketing,22,0,1
EMP-0176,2025-04-01,Marketing,23,1,3
EMP-0176,2025-05-01,Marketing,20,0,1
EMP-0176,2025-06-01,Marketing,22,0,0
EMP-0176,2025-07-01,Marketing,20,0,2
EMP-0176,2025-08-01,Marketing,23,0,2
EMP-0176,2025-09-01,Marketing,20,1,0
